session_name,timestamp,elapsed_time,j1,j2,j3,j4,j5,j6,x,y,z,rx,ry,rz,robot_mode,tooldo1,tooldo2,do1,do2
Session_1,2026-01-26 16:55:45.729,7.810,-72.0985,-52.5580,-51.1995,22.3565,90.0007,103.8579,50.4232,-420.5891,188.4364,177.9251,8.3467,93.8922,6,0,0,0,0
Session_1,2026-01-26 16:55:45.805,7.886,-72.0984,-52.5579,-53.1119,24.2585,90.0076,103.8551,50.0124,-419.2866,183.2524,177.9213,8.3352,93.8956,6,0,0,0,0
Session_1,2026-01-26 16:55:45.875,7.957,-72.0984,-52.5579,-54.9962,25.5556,90.0130,103.8586,49.3851,-417.3243,177.0828,178.0590,7.7639,93.9122,6,0,0,0,0
Session_1,2026-01-26 16:55:45.950,8.031,-72.0965,-52.5580,-56.8668,26.7915,90.1092,103.8641,48.8123,-415.1271,170.9174,178.1197,7.1249,93.9294,6,0,0,0,0
Session_1,2026-01-26 16:55:46.024,8.105,-72.0601,-52.5584,-58.6149,29.1948,90.1360,103.8654,48.7801,-414.0770,167.5870,177.9339,7.7538,93.9440,6,0,0,0,0
Session_1,2026-01-26 16:55:46.097,8.178,-71.8936,-52.5591,-60.3419,31.6001,90.2341,103.8586,49.7329,-412.7851,164.4151,177.6741,8.3880,94.0950,6,0,0,0,0
Session_1,2026-01-26 16:55:46.179,8.260,-71.6103,-52.5794,-61.9569,32.4584,90.2410,103.8606,50.9833,-410.1299,158.6891,177.8570,7.6323,94.4028,6,0,0,0,0
Session_1,2026-01-26 16:55:46.269,8.350,-71.0885,-52.9172,-63.5761,33.8969,90.0227,103.8606,53.7589,-407.6713,151.8801,178.1951,7.1814,94.9391,6,0,0,0,0
Session_1,2026-01-26 16:55:46.343,8.425,-70.7471,-53.7014,-64.4003,36.2178,89.9052,103.8586,56.1096,-407.5538,147.1760,178.1355,7.9010,95.2589,6,0,0,0,0
Session_1,2026-01-26 16:55:46.410,8.491,-70.6613,-54.2290,-64.7453,36.1491,90.0213,103.8599,56.5043,-406.4308,141.8313,178.2521,6.9598,95.3738,6,0,0,0,0
Session_1,2026-01-26 16:55:46.485,8.566,-70.6623,-54.3843,-64.8649,37.1640,89.8771,103.8606,56.5452,-407.0974,142.1557,178.2117,7.7123,95.3480,6,0,0,0,0
Session_1,2026-01-26 16:55:46.568,8.649,-70.6618,-54.3843,-64.8625,39.5336,89.3628,103.8572,56.6828,-409.3624,146.7491,178.1287,10.1368,95.2577,6,0,0,0,0
Session_1,2026-01-26 16:55:46.638,8.719,-70.6619,-54.3844,-64.8625,39.9099,89.1190,103.8586,56.5115,-409.7693,147.4876,178.2716,10.5600,95.2376,6,0,0,0,0
Session_1,2026-01-26 16:55:46.715,8.796,-70.6618,-54.3848,-64.8627,39.9696,88.3926,103.8696,55.6966,-410.1058,147.6198,178.9594,10.7911,95.2195,6,0,0,0,0
Session_1,2026-01-26 16:55:46.789,8.870,-70.6617,-54.4178,-64.8634,38.5943,88.2257,104.4800,55.0981,-409.0082,144.7115,179.3680,9.4582,94.6615,6,0,0,0,0
Session_1,2026-01-26 16:55:46.855,8.936,-70.6610,-54.8499,-64.8631,38.3134,87.9092,104.4958,54.5989,-408.7303,141.1375,179.8546,8.8479,94.6748,6,0,0,0,0
Session_1,2026-01-26 16:55:46.920,9.002,-70.6613,-55.7640,-64.8626,39.4814,87.3949,104.5136,54.2296,-409.5663,136.9679,-179.7155,9.2228,94.6463,6,0,0,0,0
Session_1,2026-01-26 16:55:46.994,9.075,-70.6622,-57.2488,-64.8607,40.0905,87.0323,104.6338,53.7169,-409.4506,127.6899,-179.1583,8.4701,94.5593,6,0,0,0,0
Session_1,2026-01-26 16:55:47.069,9.150,-70.6619,-58.0860,-64.8591,41.1932,87.0028,104.6530,53.8422,-409.9113,123.9025,-179.2016,8.7361,94.5299,6,0,0,0,0
Session_1,2026-01-26 16:55:47.136,9.218,-70.6620,-58.4011,-64.8425,42.8000,86.3306,104.9737,53.5021,-411.4009,124.8915,-178.9478,10.1769,94.1512,6,0,0,0,0
Session_1,2026-01-26 16:55:47.217,9.298,-70.6619,-58.4260,-64.8217,42.8597,85.0314,105.0135,52.0418,-411.9843,125.0364,-177.7133,10.5677,94.1181,6,0,0,0,0
Session_1,2026-01-26 16:55:47.290,9.372,-70.6618,-58.4265,-64.8219,42.1367,85.0980,105.4804,51.9010,-411.3374,123.6267,-177.6660,9.8714,93.6781,6,0,0,0,0
Session_1,2026-01-26 16:55:47.356,9.437,-70.6616,-58.4267,-64.8212,42.4615,85.7215,106.3786,52.7164,-411.3790,124.1962,-178.5159,10.0428,92.7454,6,0,0,0,0
Session_1,2026-01-26 16:55:47.430,9.511,-70.6617,-58.4357,-64.8212,42.1484,87.1587,108.9384,54.2652,-410.5417,123.4204,179.7770,9.3283,90.1608,6,0,0,0,0
Session_1,2026-01-26 16:55:47.511,9.592,-70.6618,-58.5365,-64.8143,43.0973,86.1898,113.5787,53.4212,-411.6818,124.6405,179.5518,10.4486,85.3935,6,0,0,0,0
Session_1,2026-01-26 16:55:47.586,9.667,-70.6618,-58.5675,-64.7629,43.4750,85.9495,113.5739,53.2907,-412.1880,125.3942,179.6084,10.9085,85.3672,6,0,0,0,0
Session_1,2026-01-26 16:55:47.668,9.749,-70.6617,-58.7154,-64.7522,43.3253,85.8149,113.5870,53.0671,-412.0408,124.1115,179.8478,10.7001,85.3760,6,0,0,0,0
Session_1,2026-01-26 16:55:47.741,9.823,-70.6621,-59.3222,-64.7136,43.6919,86.0566,113.6055,53.3310,-411.9181,120.6641,179.7062,10.4191,85.3724,6,0,0,0,0
Session_1,2026-01-26 16:55:47.823,9.904,-70.6626,-60.1201,-64.4849,44.1204,86.2921,113.7119,53.6981,-412.1143,116.7865,179.5294,10.1954,85.2747,6,0,0,0,0
Session_1,2026-01-26 16:55:47.889,9.970,-70.6630,-60.7082,-63.9448,44.6155,86.4816,113.7305,54.3375,-413.2503,115.8435,179.1672,10.5271,85.2231,6,0,0,0,0
Session_1,2026-01-26 16:55:47.963,10.044,-70.6655,-61.2036,-62.9280,44.3511,86.2104,113.7305,54.6180,-415.0967,116.1374,179.3083,10.8708,85.1992,6,0,0,0,0
Session_1,2026-01-26 16:55:48.036,10.117,-70.6723,-61.3087,-61.9232,43.2937,85.4942,113.7133,54.2180,-416.7206,117.6783,-179.9674,11.0150,85.2207,6,0,0,0,0
Session_1,2026-01-26 16:55:48.103,10.184,-70.6719,-61.3149,-60.8143,41.3182,85.2079,113.7181,54.1869,-417.6697,118.5865,-179.3437,10.3333,85.2840,6,0,0,0,0
Session_1,2026-01-26 16:55:48.188,10.269,-70.6728,-61.4650,-59.9513,40.0465,84.5885,113.8163,53.7265,-418.6359,118.8329,-178.5621,10.0745,85.2291,6,0,0,0,0
Session_1,2026-01-26 16:55:48.255,10.336,-70.6758,-61.8854,-59.5585,39.7430,84.9820,113.8163,54.2565,-418.7784,116.8674,-178.7856,9.6135,85.2457,6,0,0,0,0
Session_1,2026-01-26 16:55:48.316,10.397,-70.6837,-62.7158,-59.3114,39.9944,85.7462,113.7909,55.1080,-418.5864,112.3465,-179.3443,9.0015,85.2806,6,0,0,0,0
Session_1,2026-01-26 16:55:48.386,10.468,-70.6881,-64.0789,-59.1217,41.2695,87.6805,113.7140,57.4068,-418.1584,105.6276,178.8556,8.3156,85.3511,6,0,0,0,0
Session_1,2026-01-26 16:55:48.469,10.551,-70.7496,-64.8629,-59.1121,42.3777,87.7107,113.6611,57.0698,-418.4294,102.1319,178.6988,8.6098,85.3231,6,0,0,0,0
